#sampleName=simulated_Ler0_1
#filename1=data/imputation_rawdata/simulated_Ler0_2.fq
HapIds	count
a273aa5dada8a68616ccfe78264be3d3,bde4c5bafef8bb77f7959c1623dc51ae	17
feccae31736694210ceced9937c6df1a	11
c24392443aeb06967353d064e1479ce9,feef6cff878680ea75760414cb5e17ae	3
a8d8195ceb0bcc7bdc779c0ed52497d7,ffb737d5910fc415200b71725501324d	22
1eb8bb0371efb3ae4db95067ebf90221,9621b8f67350c2f3a05a5c720c77ddad	1
40fde9eac9a0669c638862437ee8e125,80b62e04bafdd28dad0acac38c9092a0,ef42bc764214606ced4b31e079122034	12
33448c31f252306a4a17c1d39be61425,a9fdd5be0ed1310b7f2e80e676cd7267	3
1ab5670a54fb3bbbbe3617a6e077303b,2795b09adc99746b6789560e93b1ab15	11
6bc3af08f119e1dd616dae54a33cbcc0,b48b3b41dbcbd9ea97976c2dff90ab03,fac68f8be823070f8d4d6fa62ddd0b3d	9
4a569783b4c8815d40c63cfb8edc42e7	16
49743604e9dec88bb493478cda08b29c,f821d872dfcf6a07f3d02017f64d9e52	3
39072de3ec69cfda130d8f13c5fe7aab,4a569783b4c8815d40c63cfb8edc42e7,59417636353d95c1551dfdd93366236c	3
43ba5caa15ea05530816352cd74d3713,4828a6582601c1d854b00416e2d0423f,5b7a9716781161c5578af026fc5c4a8f	14
2389d700168d8aa84ae7a75519dc2662,f5a77b9e6dc308723ff864250fb7feda	6
1eb8bb0371efb3ae4db95067ebf90221,4a9603671eb58916b2fac6f4b688b0f7,9621b8f67350c2f3a05a5c720c77ddad	10
12fa1eb66afdc901bdb912b746d7db3d,25e90346acd120528406c5da81011e3d	4
3c054d613923116316d4a6da605706ce,7a132fc57d2bacb92ff260134fe05789,d8e33baed4379c6d99b1a95d67205b98	8
a2982af09bcb718dc105136f6b83f163,f4561b02b7e10559bf7676475482d9ba,fe7a103291c6a37178aba13deb0ad942	1
93e909bc72cd3c90c3c4ce926833fe35,a2baa1b226019efda63949eaaf19cf5d	15
0aead7dadb97601fd9e3225c56eb1642,c22f25537c3d7474d056fae8efdd4272,d8f238292ed4962daa9f78d99be88e9d	2
499b56e8a2e5242cc2ea140854d11f81,acf9c5c0f7e0de892a1660e25d70c867,e53ceacc3780fc0748260a52ff809788	21
0278f2b72d4c176b83ba30f13c2ee1ee,27ccc8e8998e42367abf276f847898b6,de0e6673483202da830dbe11a41c3fb7	10
075fd21cd41d577edf6307c6dd68b5a2,351b7023d97efb9f17bb86ac0f426b35	4
46f94a15466804cfb94557464c4871e2,6a2fcf46944ef29c191be33ff256017d	7
3eff49a9b56b6668c72031e7e62e601f,94d435a5dfbf3ec0dadb68bf6dbc334a	3
c0a2909f923393df6689a308089e707f	2
41a13959e1ab219a06d921a633224ded,f0ac2f7d8f76cc299e857207e36a29e7	1
a68db854749631a9bcd8870b3481fa8b,e9a42edea6e26f9528602e2b3d530fef	5
c5c3397e73642955be0e521c7e136078,c8f71737405f648c401e69c964022e60	3
1dea988e5b5b0641572aae6218417ee6,dfa9b43d5b04de232ecb1cdaf77d649f	2
8f3c183c0aabd3ce49c7ddef4784c8c5,cf8509bd85b6a4b2879f5c0d8248763f	15
4143cc0d1ebe043dc23b0e7a6d9a4292,f2cc8815cb2d8541442e6e16356a875c	7
b4c6120d21751d3774fd233ec1c46d9f,da20443d39afd4b3ea5154dd678b1c27	1
c0a2909f923393df6689a308089e707f,cbd8235d650f346c36fd6a0576860b83	20
c8e4153796d068f04112526310bac60a	2
c5c3397e73642955be0e521c7e136078	2
e61dba57da73f46bd58235ef017d8bdc	7
2942b1636558502e4300d2d13a646d05	1
615546ef9059cd96332645cd25ac2868,bea5b797f73bef652744e6adf8548d4a,c24e51b8e2fa20025e4eba30722fbf4f	15
e80056f80d0a069e07070fffa02e82a0	3
06bb6c74d1288721ac557055ecc0286c,0a720554e0642b0c3ed47919d847aada,2e697ea66e1dfea19b3551927c4f3ec8	2
6d5645a0b721811472173b56dbd7ea78	3
866cf25e474bab5019b8487445600e46	2
bdee67814d0dd8a6f41ce4ecc33c9837	2
5dbd6183c9f7311c3811027df4c9ebe9	1
a2982af09bcb718dc105136f6b83f163,f4561b02b7e10559bf7676475482d9ba	2
1c2101796c78336969dc60e0c9bc1bfe,b88c8806882894458c28f2b89ce3eab2	2
49743604e9dec88bb493478cda08b29c,aa3aa554830394efc4979a5234df39a5,f821d872dfcf6a07f3d02017f64d9e52	4
3c054d613923116316d4a6da605706ce	9
535c19344064e1e34275a5e76c42cd06	3
46f94a15466804cfb94557464c4871e2,6a2fcf46944ef29c191be33ff256017d,ac51ff1e8808f1ed0e20e8b0d3715c8e	6
a273aa5dada8a68616ccfe78264be3d3	2
07d7b4226f2f1121f65c6142db974e2b,557902b78baae8bced93953efd71654a,67f28b059090842246b26f6b9db70276	8
b815da7ed2c124639fb134acb2a58feb,ec05012b6a5c2bf281431bf01ba862bc	3
0278f2b72d4c176b83ba30f13c2ee1ee,27ccc8e8998e42367abf276f847898b6	1
04a5ed1c083e00de25e1336c2ebb4fa3,edd682d98ee481ae01dfb66a25fbfae6,faa5438675fbe2f6b012b2893072844c	10
8067ba1f6466a0eb21cf82374f2e414f	4
22475fff97150ab90c3da9940116edf4,34664b2baf3fa97743e2328aa7b04b31,4b1874dfe646bb6ce1caf51888652757	8
dfd96dfa6d0f34ac98ec69848c66bb12	5
3a2dda95f6dad97f984f3d8ac7abdc97,58e94e2e8bfb0cc868f8afbde5b1a8c7,9cb308fcba9e05bfe57fe63040d80569	17
747087e175e81d3417448d3fc3a68f1f,fb10362fc09c0f1d52deec964ba17dd6	10
52175bc8fce9afb93b1b16a8ed397d78	3
da20443d39afd4b3ea5154dd678b1c27	3
318eeb26b1a9719dc58c6c0b02a260c3,57fd709fc5d16c282838df34882d113a,9c3a4a208c8de311844458d30a465355	8
3e2dbbfe99696dba7843e299bc093145	7
aff79b3bdd9331fdf19010d9b93ed93b,c9569c001747e50c164ca5680dd2d2bb	1
d2413c391c2d7222d3d7a51a63c33045,e62ff1bff4f735393c5aaffc95286021,fd1af19b7fb0e8603b4285708ebf10e9	6
813ef0eb392bebfc5459d080af27dcbc,e7809cb657fa8c20db32c679e350e33c,ec5c87cb9d5c3a073d77740c80eb5ae0	4
6d2c2a65e57433303b8fbc2d60fd2ed4,8a19c90d87d2e20d4a56b024d0671efb,c07078b56432b54c90b74cdeba070d53	10
ba81146fdd063bc5528a00ad76ee64df,f3caa1831692cb3fe362d646db26b58a	2
0b9d5874966190559f3bb2237193f306,27dda2b93c44255b0eef1a5e48e16006	4
fcd31ed7b4401a8ce4cf517c15217157	1
5dbd6183c9f7311c3811027df4c9ebe9,efa66323da1824067f67527a6fec7901	4
fb10362fc09c0f1d52deec964ba17dd6	7
65af8bc4fcf1fdc546dcbefe207c59ed,b054afaaedaebce5463ff116758cca5f,be39e06a780899b5b7d4ad6519d169d4	12
535c19344064e1e34275a5e76c42cd06,d05d931e34d38dd7ffa3adb77178e6f9	7
d84809fa809a68fb70efe6bb19e6c147,fd26e31cff9d588bd9b43f41d35c48bf	5
381fe1be368f1b02141ea49fe9dc0985,a0c0ba6242414e3d5a3ec024cbbd2861	1
17fe23794f13c1c99dd0f1987ccb7be6,2eafd090ff0c4f0ddb38ff9db748f172,8d11eba145e74c8c82a9acf65f0ec47c	5
633b14b3ec6868fb0ecfb426cc93e869,81eb85e4fcbfad547c7c1c64415b8b94	4
23f0c4765ea5780890f993b266e2387b,3eff49a9b56b6668c72031e7e62e601f,94d435a5dfbf3ec0dadb68bf6dbc334a	1
025b848075593c5d267ab2d76e757458	7
025b848075593c5d267ab2d76e757458,3d8e594fd09668a18fd3b9933a6359a2	4
4143cc0d1ebe043dc23b0e7a6d9a4292	8
46f94a15466804cfb94557464c4871e2	6
65033a6617d14a626753041424cbcdcb	1
c683ab35f2ad88735888a41c454519ba	3
2398ea47d3b2cad7800efdf631582f46,c3425b7f9eca4dcef48f1ea8e162fd04	3
075fd21cd41d577edf6307c6dd68b5a2,351b7023d97efb9f17bb86ac0f426b35,76c989eee13293f26abedd63d388a374	10
57cfdd22a9f9525c0d7cfb1de36412f7,c4ad59b00aafb30fb2d6247199e92a0e	2
8a1558f9879762eafa69092eaa9f731e	7
418f5bfbe852ee8fe67abbad4d9be07f	9
04fa87d5657150329dbddc465645bdfa,97fdba1243c20cc3909971be7920f851	14
7ddb5bc8e354e3c2813c5370f3a25c60,820f069d1303c1eccd61fda56bf8b39d	4
6c1826cbbd858739bc42244727dc973d,d05d931e34d38dd7ffa3adb77178e6f9	4
404044a8b4b3fd751c7351be954b1b96,cf39c422edf8b74f3d374c5e0a2fa216	8
8b0e4394f04dd421cd04ed6e22e3d105,97218b6a65e0ca1222b199947a136975,c4b5fc01ae0375643dc426d2748f68b3	3
83da13a56a19341ed7363c12cc022d67	2
28b03f166ecce08be35c930af6525f52,74219b68e4e0300c43280066b475ae11	3
4405904ee24724983ff21a5d25ec0916,85a4df0d9328193aef3f6d9b6faa629c	5
318eeb26b1a9719dc58c6c0b02a260c3,9c3a4a208c8de311844458d30a465355	7
82321432638e1295d71133ba24938f90	3
04a5ed1c083e00de25e1336c2ebb4fa3,faa5438675fbe2f6b012b2893072844c	3
370e118e796587e0303b3aa96d94d297,5be2ca12b0e29f293b800a9ab139eb97	3
04fa87d5657150329dbddc465645bdfa,9bc7ffe8e65b2139586b90b9637e41e2	9
b1ceba7b5fb9dbfc0d3a8174c0b2113d	1
25bf38fa32dcc1563121580406b1274d,52175bc8fce9afb93b1b16a8ed397d78	3
835d9f875ee3b19643f57ff1005dab5e,d84809fa809a68fb70efe6bb19e6c147,fd26e31cff9d588bd9b43f41d35c48bf	4
129cacf5df4d490d84289b6a130b6e3b,cf39c422edf8b74f3d374c5e0a2fa216	3
31770418e44c846addb73c23d62b477a	2
b8e24b902d7c24ed796361f0cf109d70,c24392443aeb06967353d064e1479ce9,feef6cff878680ea75760414cb5e17ae	14
6da5f4c53122ee34819b9274dc297aa1,dba49f52e6aed96aeb2edddff27d7bff	2
615546ef9059cd96332645cd25ac2868,bea5b797f73bef652744e6adf8548d4a	4
87ab376fad1123e5070e65eede0e1724,cda0d96df04894c3111c045ddc6f51de	1
7d78775a2ab76d44a3a650b15b6356b1	3
377383a1c4ea8eecb974d34b41e68c25,c5f2a40a10b9ed216c927d2d376b07fa	3
22475fff97150ab90c3da9940116edf4	1
5c9e7d6e3ddcbf5e38399205989c6192,c5c3397e73642955be0e521c7e136078	4
79c5716c32f7be95b545e4bcb11b5684	3
3dc3cd5f220c3e2739c5821ac4fd2781,c5b2722a5c0f8a589c1e6a1489962a9a	2
f5aeb1e5aed69e9b941689e51b8a5cf9	4
02d3f1c58a74e714a3c2bca171ac086a,2b5e408d72b299e3c399ecc4c94efdac	2
1ab5670a54fb3bbbbe3617a6e077303b,3d9d494132c53b7058d6b1f812b051b5	1
7a132fc57d2bacb92ff260134fe05789	6
633b14b3ec6868fb0ecfb426cc93e869,c683ab35f2ad88735888a41c454519ba	6
b29e1a7f274f46c85d0223757633fa96,dfd96dfa6d0f34ac98ec69848c66bb12	5
42bc4fa338854db9e83407dfcb5e77db,a76b6a1313abfb17e75c49f9efc446f9,b3ad41ace8140d86e566a76716b95eab	6
7b86d8c7bb3d727436b9fc7e257bb09b	6
3be34ecbab33d5d48f1d3b4ca8d6161c,65033a6617d14a626753041424cbcdcb,c7acc7b7989fdcc2047e05039c1b6f92	3
7f6a058b14129400ea28dbaf80284a57,ddfbbc3f470efb5be69f27732a403571	6
3e7f4de8458644fd948e5e23877cd93c	6
4adccfe743010bc9130e24a46dc901bd	2
3e2dbbfe99696dba7843e299bc093145,578a570dbf665f53bb66147513099b11	3
6a1c37f9d3d875b1de34b23c34ffe5a5,efa66323da1824067f67527a6fec7901	3
b83a295055bae807a0a4a03a16847f73	10
97218b6a65e0ca1222b199947a136975	2
c731cdfdc5c8325b063ace9c2c901f4d,f184f1c05d8d342ad244446a5297279b	1
0c7de2886ba2c07d041ce61ab5ce0c6d,a9fdd5be0ed1310b7f2e80e676cd7267	1
873a0c5e96feb58ff210e9ea64689440,9af69bdf90d7ae389b43e048f8aaefc8	10
3b3cdcb6f4a818b47b6ea5c3913e54c2	1
8e76d623e226c3e0cfb609691aa8d097	3
377383a1c4ea8eecb974d34b41e68c25	1
5c9e7d6e3ddcbf5e38399205989c6192,c8f71737405f648c401e69c964022e60	2
84af7be0718177abfd3b8fdffd8e3f77,b29e1a7f274f46c85d0223757633fa96,dfd96dfa6d0f34ac98ec69848c66bb12	3
c64b4a76e0d812b70a78265659324454	10
5b7a9716781161c5578af026fc5c4a8f	5
2aa59a73f5a72380b48112a9324de312,dcad8da5fe66f25e326ff18abc50821c	5
727cd62d4392e9074f944309b397a76d,8927818f1a484ce915a24bbd273016c4	6
cb3bc32409ac1148ec5704b67bffbfd8,fb10362fc09c0f1d52deec964ba17dd6	4
1f3ab2996c58d0e0ccd8b2a5a607a2c8,6304a2ff7c15f5e64ffbeef6c9bd6502,a5bbe2bae2e933fb06c9f9b1a60b6837	6
e3cc7ab8aab1d731650cb9cb062f3b2a	1
992d4a1e6d696f1f63c0f6bcd8ea16d4,ded36dabff5d92f91da70b5865dbd9fc,f743c56e795673d3672e0ee42ec11027	3
2e89123a3f4d8df661f61bca147b9566	4
5e50b70e84ca929319f64618deeec800,dba49f52e6aed96aeb2edddff27d7bff	9
9a45d3814ee1d2d9af45abaf3759e18e	5
2398ea47d3b2cad7800efdf631582f46,356c47d75232ebfde56e1dd074a5acf8	1
12fa1eb66afdc901bdb912b746d7db3d	3
5be2ca12b0e29f293b800a9ab139eb97,8ca64a446aa21df9760bd1f30b5636a8	2
413ccd6aa4d1bc460fe7d768c3cce241	13
83da13a56a19341ed7363c12cc022d67,95284046a41f388b2aafbd224ebf57de,cbe02a7ea3505e693cda9de50aa31d6c	4
2a65986ac18e282f070f00b38868a2cc,9c80b90b3adabb8e875cb7988bef3c82	1
7b74216e261e0f45bfaff4ad48bcb7cf	3
bf84ec3022e6a41e9f781ed84a006661	3
12fa1eb66afdc901bdb912b746d7db3d,25e90346acd120528406c5da81011e3d,bae5cd8a8cd83c8bcbb9bbe5589b7b86	2
005784fec57cf38ccb0a0e7ffef11d27,3e7f4de8458644fd948e5e23877cd93c	2
4bac7fce2c769c70635559ea4f5db84b,c4ad59b00aafb30fb2d6247199e92a0e	4
1eb8bb0371efb3ae4db95067ebf90221	3
6a36aa29195715328f16ffad19a1a075,a68db854749631a9bcd8870b3481fa8b,e9a42edea6e26f9528602e2b3d530fef	1
ce495178039eb5d06687a1e220cad68e	1
9dc5aa46dd6810cc38f1f12fddee0c2c	4
46163ee36e080016f7ae0c2a8c9aa2c6,bec0507007b15aacdb3ef42fdc54ef6d	4
e78cf607624c5d2a8644cd7c1b9c233a	1
f743c56e795673d3672e0ee42ec11027	1
ec600c54f30965ac9128440d898f8fd2	1
87ab376fad1123e5070e65eede0e1724,cda0d96df04894c3111c045ddc6f51de,dcf011ea6605842bd22c964a8d4ddf14	1
2942b1636558502e4300d2d13a646d05,3c8f6d15b53410a1395a1c5684151a25	2
37f3560672bd6b1a28a69dd380e46354,b7561ce6a4d984e20b8461cc5732cb6b	3
accf6b2b5934b2fc1f3759369f02e27f,ae4b9867857cd3b055ecca06ee57ec54	3
140f7ab18f2150c99e71363213cd6dc4,cf7ba7e66c51499f4f9c6aca175974d8	3
6bbd6a5bc3a4322c095b2326515f2e7d,9431a32d17541576b602b413a81fac56	2
0b4ad1102b2d4be89c1ea87351548283,57c4f5f09dfcd3534f814bdd4e8ed3b4,5954707fb47d12c978ed21d135faee35	4
12c6ce3de6a8e6690b908662cfa79ad1,64219b661c61cd7d9102720b7744a584,f24e7538015c9c4f7d9d56f88f259b99	3
0268cb1e420f1c114988f793c6228c3d,166a63b85b28e340da97b942eab0da8d,2cda357b6d39a4852158c39e1c5fa27e	6
cb986fd42593edd393874cf8ef1d13e8	1
80b62e04bafdd28dad0acac38c9092a0	2
ced4499c889cd9d86efdea30292645c8,e3cc7ab8aab1d731650cb9cb062f3b2a	3
5363b5fcc3607e7426447bb5f61f8d92,7e5401f287b7bf8ef147d5dfed62f5f8,85b4f888f73fec0840caf868d8ad626e	6
fec5913c640ee2efdb3472b15bd2c26b	5
28ac19e2e4a4b1fc558b4a06b662392d	1
0685800e21b67cc339bfd1d7fbefa949,3c8f6d15b53410a1395a1c5684151a25	4
27dda2b93c44255b0eef1a5e48e16006,c52134940830be045308e95a45eb8066	12
0b4ad1102b2d4be89c1ea87351548283	3
282d5ec081794ffa97ad0b38f405e2cf,683df03fbd5abf02d9289cc74c2b2d01,d90ea575c34150bd084f5585907873c7	12
ede81f5a269d2a8a5e84ae846ccdc27c,f96cfe89bd073870ce7897ecdd0af340	3
0c60689efe128e817448a5ad0f23f67c,c611999f9f434dc3cd98b91cef7d4f77	3
2cb4aa25488b404fcf30d396907fd86b,4adccfe743010bc9130e24a46dc901bd	4
129cacf5df4d490d84289b6a130b6e3b,404044a8b4b3fd751c7351be954b1b96,cf39c422edf8b74f3d374c5e0a2fa216	3
b193d984ad6146c0977c1ba58eaae990	2
29881847c26ff67133738135fbdb2f6a	9
57fdd8d0249fdbf9196ebb57de17c209,6c382f28eb2f735bb55b9cd6f4ebce76,9a45d3814ee1d2d9af45abaf3759e18e	7
46163ee36e080016f7ae0c2a8c9aa2c6,bec0507007b15aacdb3ef42fdc54ef6d,ed519140299184d7dd6764ccf21d592b	2
d1a68e431f796a2eb6b23d427d136d14	3
25d2df82336dac78ef8e6940175320a0	1
80131ffffce835aa3b35475c38f87d38	2
6a2fcf46944ef29c191be33ff256017d,ac51ff1e8808f1ed0e20e8b0d3715c8e	1
b48b3b41dbcbd9ea97976c2dff90ab03,fac68f8be823070f8d4d6fa62ddd0b3d	3
7cf706c29477015b931e0602a02a118b,866cf25e474bab5019b8487445600e46	3
7fccf81dc4d7744337d4e29de22abf2a,ced4499c889cd9d86efdea30292645c8,e3cc7ab8aab1d731650cb9cb062f3b2a	6
b29e1a7f274f46c85d0223757633fa96	2
ddfbbc3f470efb5be69f27732a403571	1
c611999f9f434dc3cd98b91cef7d4f77	4
2cda357b6d39a4852158c39e1c5fa27e	1
a47eee68b8fead285a6d10d4200fc802	2
04a5ed1c083e00de25e1336c2ebb4fa3,edd682d98ee481ae01dfb66a25fbfae6	1
5f52ea5725eb3c641fb2c6657cb101d4,f96cfe89bd073870ce7897ecdd0af340	5
43ba5caa15ea05530816352cd74d3713,5b7a9716781161c5578af026fc5c4a8f	2
c08f42d1916511a8f8271847630d0c85,f184f1c05d8d342ad244446a5297279b	3
17c31421228e97cf024d2700107a1637	3
710b5306e6acc726a8070ce5a46f70a2	9
ec4af8985f9a6a892264f6bcc4e41f6f,f96f3486ccbfb6af7dd16a6c71508070	2
81eb85e4fcbfad547c7c1c64415b8b94	2
0685800e21b67cc339bfd1d7fbefa949,2942b1636558502e4300d2d13a646d05,3c8f6d15b53410a1395a1c5684151a25	5
6a36aa29195715328f16ffad19a1a075,a68db854749631a9bcd8870b3481fa8b	4
3a798696b35afa595c120ddb1df72ae8	1
0c7de2886ba2c07d041ce61ab5ce0c6d,33448c31f252306a4a17c1d39be61425,a9fdd5be0ed1310b7f2e80e676cd7267	6
a2ed552659791cf8735752e171cf6dd7,ea4edf8f3005cbdcaf41d633745ad664	2
3dc3cd5f220c3e2739c5821ac4fd2781,b30387827dd0fcf6d5cd845d27c55571,c5b2722a5c0f8a589c1e6a1489962a9a	2
4a569783b4c8815d40c63cfb8edc42e7,59417636353d95c1551dfdd93366236c	2
7f55af0402fe0feaf9b542cdc238bcc2,c73cd7d96cbdad7f68c6181449ef4c96	1
a2ed552659791cf8735752e171cf6dd7	4
8b0e4394f04dd421cd04ed6e22e3d105,c4b5fc01ae0375643dc426d2748f68b3	4
545ecf54031b242598393f376640d7fd	1
ec4af8985f9a6a892264f6bcc4e41f6f	3
0278f2b72d4c176b83ba30f13c2ee1ee	1
aa3aa554830394efc4979a5234df39a5,f821d872dfcf6a07f3d02017f64d9e52	3
3d8e594fd09668a18fd3b9933a6359a2	4
5dbd6183c9f7311c3811027df4c9ebe9,6a1c37f9d3d875b1de34b23c34ffe5a5	8
59c10e6f90f5b7db3186dd061437c7a3	1
56c46a7a81989e875c4786a5198f1049	7
bcf8190c95852cda6e93e5b786a33887	1
798e8025439e68def0e43a0e76b933b3,e80056f80d0a069e07070fffa02e82a0	1
59c10e6f90f5b7db3186dd061437c7a3,d4f7865a290996a6b980ac2b9d3dbb9f	1
24e707816fab90a9e569d96a3122de48,710b5306e6acc726a8070ce5a46f70a2	2
e66bbd0875b85c0c52dee7dc745fdd7f	3
d8e33baed4379c6d99b1a95d67205b98	2
5256f13944a544d88a7dfb38b4e59584,6b721fd32cc784d39d3fa23ab6c32cd1,6d5645a0b721811472173b56dbd7ea78	4
b054afaaedaebce5463ff116758cca5f,be39e06a780899b5b7d4ad6519d169d4	1
1f3ab2996c58d0e0ccd8b2a5a607a2c8,6304a2ff7c15f5e64ffbeef6c9bd6502	2
315f7ee5a6891ab565558cd28e8b46eb	1
0c9debf788b79769638ce5d11cf6fa36,63ddd990b7264f03370e8a59a895766b	2
82fe61380b831d033fe9b5330568fbc5	6
37c06a865f2155b06172fa63ca704b9c,6879fb865628aa043ce7832a63dda4a8	2
7cf706c29477015b931e0602a02a118b	1
13a84540367fb1813918663f84d4e239,1a418ff5326091f1ed258a1ef3f101ae,8fc9693b381147dc4602e7eec5a3ac84	2
6a2fcf46944ef29c191be33ff256017d	1
7ddb5bc8e354e3c2813c5370f3a25c60	4
02d3f1c58a74e714a3c2bca171ac086a	2
8f3c183c0aabd3ce49c7ddef4784c8c5	4
8bef0879e3b55531bf99b7c140f56dd3	3
54b3fa983490565d04948747755dc289	2
27dd2e903bd9b647db89f152f38ec1f0,4915a1dd34f367f04eb0ad9a3d456217,4e2066cacc2e848eedfb1a284f5222c5	3
afb66d1e70f6ebe3165f90b0543d55ad,f3d604ffc38ec953bbd93a7343ff71d9	1
e9a42edea6e26f9528602e2b3d530fef	7
4143cc0d1ebe043dc23b0e7a6d9a4292,7d78775a2ab76d44a3a650b15b6356b1	5
3c054d613923116316d4a6da605706ce,7a132fc57d2bacb92ff260134fe05789	4
db605bfbf6939bb6868dceff1914cbcc,f3cc767d89f7fd8fc601a06c8d1c5364	2
4405904ee24724983ff21a5d25ec0916	5
7e7fba8e3de8103291c7c00f4d2f8ef1	7
dcf011ea6605842bd22c964a8d4ddf14	1
c22f25537c3d7474d056fae8efdd4272,d8f238292ed4962daa9f78d99be88e9d	1
3e2dbbfe99696dba7843e299bc093145,6ae2725201cb6ffad2d008bff3b4241d	1
f4561b02b7e10559bf7676475482d9ba,fe7a103291c6a37178aba13deb0ad942	4
41a13959e1ab219a06d921a633224ded,c9e87a9503e678010fe8e8cc15aaf982	1
ef42bc764214606ced4b31e079122034	1
80131ffffce835aa3b35475c38f87d38,c31bb29facde1a5fc3e1be0e565602c4	4
6bbd6a5bc3a4322c095b2326515f2e7d,9431a32d17541576b602b413a81fac56,c8e4153796d068f04112526310bac60a	5
43ba5caa15ea05530816352cd74d3713,4828a6582601c1d854b00416e2d0423f	3
8357b345f7f52afd27f241e20b382ba0,ffd9898c4341306e25f060055d4a98cf	1
b1ceba7b5fb9dbfc0d3a8174c0b2113d,d6a82bd825dac2e8ef6fa234c8bcfb3f,f870889d7d2f08861d2d6abb46a161f9	5
aa972c1eae21af9d07772426ffbc98ad	3
40fde9eac9a0669c638862437ee8e125,ef42bc764214606ced4b31e079122034	3
f3caa1831692cb3fe362d646db26b58a	3
90197257e662c918f5649276abd7acd5,95eb90261eec5d529654cc62c739135e	1
0aead7dadb97601fd9e3225c56eb1642,d8f238292ed4962daa9f78d99be88e9d	1
9772edbb6785dfc70dce47b5e5edf5f1,f3cc767d89f7fd8fc601a06c8d1c5364	4
f96f3486ccbfb6af7dd16a6c71508070	1
557902b78baae8bced93953efd71654a,67f28b059090842246b26f6b9db70276	2
cf9ca1e9cd02713fc44575b4834e98d7	4
441421e59ce4d09c30e011511260b8fe,545ecf54031b242598393f376640d7fd	4
07d7b4226f2f1121f65c6142db974e2b	1
6c4d8306c7706bf4f48609ec00f9a521,f96f3486ccbfb6af7dd16a6c71508070	2
6b721fd32cc784d39d3fa23ab6c32cd1,6d5645a0b721811472173b56dbd7ea78	1
4915a1dd34f367f04eb0ad9a3d456217,4e2066cacc2e848eedfb1a284f5222c5	3
9772edbb6785dfc70dce47b5e5edf5f1,db605bfbf6939bb6868dceff1914cbcc	4
f0ac2f7d8f76cc299e857207e36a29e7	2
224f9bc8afa03c54abd52b1c54cb80c8,5b6a56958f60cb686db6dc0565069e3a	1
20c63f90ae2ec45ac02b533d59bdbbfd,25bf38fa32dcc1563121580406b1274d	5
5b8ecd81b5638cd9c1949395b9f6bef6	2
b7561ce6a4d984e20b8461cc5732cb6b	1
ed625fc44f6786e9f95fd42c5b60abc7	1
2398ea47d3b2cad7800efdf631582f46,356c47d75232ebfde56e1dd074a5acf8,c3425b7f9eca4dcef48f1ea8e162fd04	3
07d7b4226f2f1121f65c6142db974e2b,557902b78baae8bced93953efd71654a	1
b26da9a6d103877e2288caa731e3e83f,badf0388cdedf24751b24036514e1dcc	1
318eeb26b1a9719dc58c6c0b02a260c3,57fd709fc5d16c282838df34882d113a	1
140f7ab18f2150c99e71363213cd6dc4	1
a8d8195ceb0bcc7bdc779c0ed52497d7	1
cb3bc32409ac1148ec5704b67bffbfd8	3
0b9d5874966190559f3bb2237193f306	2
57c4f5f09dfcd3534f814bdd4e8ed3b4	2
4a9603671eb58916b2fac6f4b688b0f7,9621b8f67350c2f3a05a5c720c77ddad	2
83da13a56a19341ed7363c12cc022d67,cbe02a7ea3505e693cda9de50aa31d6c	3
8927818f1a484ce915a24bbd273016c4	1
3a2dda95f6dad97f984f3d8ac7abdc97,58e94e2e8bfb0cc868f8afbde5b1a8c7	1
b815da7ed2c124639fb134acb2a58feb,d771bb5301856499b9562a11a25c5109	1
24e707816fab90a9e569d96a3122de48	1
17fe23794f13c1c99dd0f1987ccb7be6	2
25e90346acd120528406c5da81011e3d,bae5cd8a8cd83c8bcbb9bbe5589b7b86	1
cce8c688056fcc85a3554dc7cbe84306,dcad8da5fe66f25e326ff18abc50821c	4
201ea70029bff4018aabc7806dd5ce92,8a1558f9879762eafa69092eaa9f731e	4
736b33aa3f875167e1514c0bb9491e40,8a1558f9879762eafa69092eaa9f731e	3
36e49160a4f8ce6da9faa9c803abf068	2
17a66e4fee026c06ec746578b714e33d,850ed826c19c2087dfa80fc44a315869,d5e1d1d83c7462b3b2385a9bd4a9444b	4
31770418e44c846addb73c23d62b477a,7c3a0840e3918f8ff943d7a6e894472b	1
557902b78baae8bced93953efd71654a	3
4a9603671eb58916b2fac6f4b688b0f7	1
02d3f1c58a74e714a3c2bca171ac086a,5781c185e07ff2ffe072f3bd929bd136	4
b1ceba7b5fb9dbfc0d3a8174c0b2113d,f870889d7d2f08861d2d6abb46a161f9	3
89eeb9501460686bb7dd49d373d6d0a3	1
315f7ee5a6891ab565558cd28e8b46eb,f5aeb1e5aed69e9b941689e51b8a5cf9	4
390b858bfd389706491b3e0da24c26df,450b66a6fabba6a209e4417fa16c4f19	1
59417636353d95c1551dfdd93366236c	2
77de726268c74027f761796b8f0a1317	3
04b93039776b1122ac42f5b876a8752a,a47eee68b8fead285a6d10d4200fc802	2
3dc3cd5f220c3e2739c5821ac4fd2781,b30387827dd0fcf6d5cd845d27c55571	1
58e94e2e8bfb0cc868f8afbde5b1a8c7	3
2398ea47d3b2cad7800efdf631582f46	5
