#sampleName=simulated_Ler0_1
#filename1=data/imputation_rawdata/simulated_Ler0_1.fq
HapIds	count
12fa1eb66afdc901bdb912b746d7db3d,25e90346acd120528406c5da81011e3d,bae5cd8a8cd83c8bcbb9bbe5589b7b86	6
4cd5719edd7d2549805d6febf8fbd12f,5a2019a4c110006e4771da7c657379cb,6fc925cc233ee1f5d99eea618d9185e0	5
6d2c2a65e57433303b8fbc2d60fd2ed4,8a19c90d87d2e20d4a56b024d0671efb	5
7a132fc57d2bacb92ff260134fe05789	8
e95afeb578a9b7c4b7297368b7d5f929	5
57c4f5f09dfcd3534f814bdd4e8ed3b4,5954707fb47d12c978ed21d135faee35	2
4adccfe743010bc9130e24a46dc901bd,a0ac71dd776c11ce99e4a59fbf38f6a5	6
65b5953d96974f952071177f03c24ba6,6fbff5fa0c4d6f959f3fcc1aab6ce0a8,8e76d623e226c3e0cfb609691aa8d097	11
0c123ecae65e95342358ff41be3a3864,32f086ecc339cc34c2f50f3e3e2d2a3c,eeaae571e86e6125608548f8938146f2	14
56029ae03d72ec10566be2b2c9649da1,a273aa5dada8a68616ccfe78264be3d3,bde4c5bafef8bb77f7959c1623dc51ae	14
1ab5670a54fb3bbbbe3617a6e077303b,3d9d494132c53b7058d6b1f812b051b5	5
140f7ab18f2150c99e71363213cd6dc4,8067ba1f6466a0eb21cf82374f2e414f,cf7ba7e66c51499f4f9c6aca175974d8	7
3d9d494132c53b7058d6b1f812b051b5	1
0268cb1e420f1c114988f793c6228c3d,166a63b85b28e340da97b942eab0da8d,2cda357b6d39a4852158c39e1c5fa27e	3
b48b3b41dbcbd9ea97976c2dff90ab03,fac68f8be823070f8d4d6fa62ddd0b3d	7
52a6962702e688fd1f6a82de1c3be16a,8bef0879e3b55531bf99b7c140f56dd3	10
65af8bc4fcf1fdc546dcbefe207c59ed,b054afaaedaebce5463ff116758cca5f,be39e06a780899b5b7d4ad6519d169d4	10
cda0d96df04894c3111c045ddc6f51de	2
f68d8f7aac71b92e723bbf89c044d390	5
005784fec57cf38ccb0a0e7ffef11d27,3e7f4de8458644fd948e5e23877cd93c	5
33910f2be02d0ca1787dc87e19c6e633,dfa9b43d5b04de232ecb1cdaf77d649f	3
43ba5caa15ea05530816352cd74d3713,5b7a9716781161c5578af026fc5c4a8f	4
edf7d43aa6388c861dba92330018c7ee	1
07d7b4226f2f1121f65c6142db974e2b,67f28b059090842246b26f6b9db70276	8
aefd3fc9df5663cc8d97f801136e7cd6	2
f5a77b9e6dc308723ff864250fb7feda	3
6a1c37f9d3d875b1de34b23c34ffe5a5,efa66323da1824067f67527a6fec7901	4
3c054d613923116316d4a6da605706ce,7a132fc57d2bacb92ff260134fe05789	5
46163ee36e080016f7ae0c2a8c9aa2c6,bec0507007b15aacdb3ef42fdc54ef6d	8
201ea70029bff4018aabc7806dd5ce92,736b33aa3f875167e1514c0bb9491e40,8a1558f9879762eafa69092eaa9f731e	13
835d9f875ee3b19643f57ff1005dab5e,d84809fa809a68fb70efe6bb19e6c147,fd26e31cff9d588bd9b43f41d35c48bf	7
370e118e796587e0303b3aa96d94d297,5be2ca12b0e29f293b800a9ab139eb97	3
3dc3cd5f220c3e2739c5821ac4fd2781,c5b2722a5c0f8a589c1e6a1489962a9a	2
7e7fba8e3de8103291c7c00f4d2f8ef1	7
27ccc8e8998e42367abf276f847898b6,de0e6673483202da830dbe11a41c3fb7	18
7b74216e261e0f45bfaff4ad48bcb7cf,8bcaddd8c4cc2d95be90135e29aff0f8	2
23f0c4765ea5780890f993b266e2387b,3eff49a9b56b6668c72031e7e62e601f,94d435a5dfbf3ec0dadb68bf6dbc334a	2
33910f2be02d0ca1787dc87e19c6e633	3
404044a8b4b3fd751c7351be954b1b96,cf39c422edf8b74f3d374c5e0a2fa216	10
82321432638e1295d71133ba24938f90,b7b3f1c3309b3a799044b83844c99557	15
c9e87a9503e678010fe8e8cc15aaf982,f0ac2f7d8f76cc299e857207e36a29e7	1
17c31421228e97cf024d2700107a1637,7ddb5bc8e354e3c2813c5370f3a25c60,820f069d1303c1eccd61fda56bf8b39d	15
6a36aa29195715328f16ffad19a1a075,a68db854749631a9bcd8870b3481fa8b	5
e7d673f2c6b1bc8201958b77c35167e9	15
c8f71737405f648c401e69c964022e60	3
85b4f888f73fec0840caf868d8ad626e	4
4a569783b4c8815d40c63cfb8edc42e7,59417636353d95c1551dfdd93366236c	1
04682820cfd921870a5152ebd27b5e79,b4c6120d21751d3774fd233ec1c46d9f	4
2aa59a73f5a72380b48112a9324de312,dcad8da5fe66f25e326ff18abc50821c	10
5954707fb47d12c978ed21d135faee35	3
06ec82949fb83aed027ab763f0540ec1	8
d2413c391c2d7222d3d7a51a63c33045,e62ff1bff4f735393c5aaffc95286021	3
0685800e21b67cc339bfd1d7fbefa949,2942b1636558502e4300d2d13a646d05,3c8f6d15b53410a1395a1c5684151a25	9
02d3f1c58a74e714a3c2bca171ac086a,2b5e408d72b299e3c399ecc4c94efdac	1
e80056f80d0a069e07070fffa02e82a0	5
f4561b02b7e10559bf7676475482d9ba,fe7a103291c6a37178aba13deb0ad942	3
c0a2909f923393df6689a308089e707f,cbd8235d650f346c36fd6a0576860b83	18
4a569783b4c8815d40c63cfb8edc42e7	10
29881847c26ff67133738135fbdb2f6a	6
3c054d613923116316d4a6da605706ce,d8e33baed4379c6d99b1a95d67205b98	6
5c39e2d865174cfa0ba7258f35caf5bb	14
46163ee36e080016f7ae0c2a8c9aa2c6,bec0507007b15aacdb3ef42fdc54ef6d,ed519140299184d7dd6764ccf21d592b	5
04b93039776b1122ac42f5b876a8752a,a47eee68b8fead285a6d10d4200fc802,d35baf887f5f7cd3d2c0cf3ec3ed14a6	3
7f55af0402fe0feaf9b542cdc238bcc2,c73cd7d96cbdad7f68c6181449ef4c96	2
b815da7ed2c124639fb134acb2a58feb,ec05012b6a5c2bf281431bf01ba862bc	6
4143cc0d1ebe043dc23b0e7a6d9a4292,f2cc8815cb2d8541442e6e16356a875c	7
c31bb29facde1a5fc3e1be0e565602c4	11
377383a1c4ea8eecb974d34b41e68c25,a216e3b186882ea5de30ff6c635edf0d,c5f2a40a10b9ed216c927d2d376b07fa	18
3e2dbbfe99696dba7843e299bc093145,578a570dbf665f53bb66147513099b11,6ae2725201cb6ffad2d008bff3b4241d	6
4e82cd85f8158f51b54613771ac1a58c,aff79b3bdd9331fdf19010d9b93ed93b,c9569c001747e50c164ca5680dd2d2bb	11
e7809cb657fa8c20db32c679e350e33c,ec5c87cb9d5c3a073d77740c80eb5ae0	1
06bb6c74d1288721ac557055ecc0286c,0a720554e0642b0c3ed47919d847aada,2e697ea66e1dfea19b3551927c4f3ec8	5
f743c56e795673d3672e0ee42ec11027	1
2aa59a73f5a72380b48112a9324de312,cce8c688056fcc85a3554dc7cbe84306,dcad8da5fe66f25e326ff18abc50821c	15
9d97fc465d500f5611e3743bfcd52c6b,9dc5aa46dd6810cc38f1f12fddee0c2c	2
0b9d5874966190559f3bb2237193f306,c52134940830be045308e95a45eb8066	3
0757738e4d85d3368466830ba075db47,94742f7cc4c4aebe6fb964253772f4fb,fcd31ed7b4401a8ce4cf517c15217157	2
54cd59964a68d4f8c234306da96c97cb	9
dcad8da5fe66f25e326ff18abc50821c	4
2398ea47d3b2cad7800efdf631582f46,356c47d75232ebfde56e1dd074a5acf8,c3425b7f9eca4dcef48f1ea8e162fd04	5
5256f13944a544d88a7dfb38b4e59584,6d5645a0b721811472173b56dbd7ea78	1
a952ea95b0b2c4cca916ffcd7c776741,b19997b348b75488c27778bf62591a80,b278f1b5a221c6fe843a0a99da5aa6e4	3
1df9fee2e03504b4f2ff11b76929fc0e,c78b838582834206a1f791c84d26a1c5	4
390b858bfd389706491b3e0da24c26df,450b66a6fabba6a209e4417fa16c4f19,ba9514ff5a221e3a4e3e8c5eb8d60f5b	3
25d2df82336dac78ef8e6940175320a0,3d8e594fd09668a18fd3b9933a6359a2	3
27dda2b93c44255b0eef1a5e48e16006	1
24b9f17c4a518258b515458e4e223606,7f55af0402fe0feaf9b542cdc238bcc2	8
1ab5670a54fb3bbbbe3617a6e077303b,2795b09adc99746b6789560e93b1ab15,3d9d494132c53b7058d6b1f812b051b5	7
46f94a15466804cfb94557464c4871e2	8
381fe1be368f1b02141ea49fe9dc0985,a0c0ba6242414e3d5a3ec024cbbd2861	1
f3caa1831692cb3fe362d646db26b58a	3
2a65986ac18e282f070f00b38868a2cc	12
57cfdd22a9f9525c0d7cfb1de36412f7	2
17c31421228e97cf024d2700107a1637,7ddb5bc8e354e3c2813c5370f3a25c60	3
8bef0879e3b55531bf99b7c140f56dd3	1
4828a6582601c1d854b00416e2d0423f	8
318eeb26b1a9719dc58c6c0b02a260c3,57fd709fc5d16c282838df34882d113a,9c3a4a208c8de311844458d30a465355	7
3244976beba47f1756dd6df09aab030a,f9a35540d2aa0b9dcc41027ae580ae19	4
075fd21cd41d577edf6307c6dd68b5a2,351b7023d97efb9f17bb86ac0f426b35	2
535c19344064e1e34275a5e76c42cd06,6c1826cbbd858739bc42244727dc973d,d05d931e34d38dd7ffa3adb77178e6f9	6
bdee67814d0dd8a6f41ce4ecc33c9837,e1b8b97f03e1816dbca72ddc042f5322	2
404044a8b4b3fd751c7351be954b1b96	11
6c4d8306c7706bf4f48609ec00f9a521,ec4af8985f9a6a892264f6bcc4e41f6f	2
315f7ee5a6891ab565558cd28e8b46eb,f5aeb1e5aed69e9b941689e51b8a5cf9	3
ac51ff1e8808f1ed0e20e8b0d3715c8e	3
873a0c5e96feb58ff210e9ea64689440	16
e62ff1bff4f735393c5aaffc95286021,fd1af19b7fb0e8603b4285708ebf10e9	4
c8e4153796d068f04112526310bac60a	3
4405904ee24724983ff21a5d25ec0916	7
798e8025439e68def0e43a0e76b933b3,9900079912f7922f89ccbc2498a48ed6,e80056f80d0a069e07070fffa02e82a0	3
318eeb26b1a9719dc58c6c0b02a260c3,9c3a4a208c8de311844458d30a465355	8
5363b5fcc3607e7426447bb5f61f8d92,7e5401f287b7bf8ef147d5dfed62f5f8	5
82321432638e1295d71133ba24938f90	2
1ab5670a54fb3bbbbe3617a6e077303b,2795b09adc99746b6789560e93b1ab15	7
91369e9dfdec67f9e5952303c76f8ae1,fd0ea0316d44a69153f6187396487af8	5
5e9feb4e2a4b1a7744e9c7fbaaa602b7,f68d8f7aac71b92e723bbf89c044d390	4
6c4d8306c7706bf4f48609ec00f9a521,ec4af8985f9a6a892264f6bcc4e41f6f,f96f3486ccbfb6af7dd16a6c71508070	13
992d4a1e6d696f1f63c0f6bcd8ea16d4,ded36dabff5d92f91da70b5865dbd9fc,f743c56e795673d3672e0ee42ec11027	4
3be34ecbab33d5d48f1d3b4ca8d6161c,65033a6617d14a626753041424cbcdcb	17
7fee14bb10b164972e00d9fa0af6a9e0	8
52175bc8fce9afb93b1b16a8ed397d78	5
413ccd6aa4d1bc460fe7d768c3cce241	9
49743604e9dec88bb493478cda08b29c,f821d872dfcf6a07f3d02017f64d9e52	3
5c9e7d6e3ddcbf5e38399205989c6192,c5c3397e73642955be0e521c7e136078	3
20c63f90ae2ec45ac02b533d59bdbbfd,25bf38fa32dcc1563121580406b1274d	5
3b3cdcb6f4a818b47b6ea5c3913e54c2	1
b3ad41ace8140d86e566a76716b95eab	2
b8e24b902d7c24ed796361f0cf109d70,feef6cff878680ea75760414cb5e17ae	3
8b0e4394f04dd421cd04ed6e22e3d105,97218b6a65e0ca1222b199947a136975,c4b5fc01ae0375643dc426d2748f68b3	5
727cd62d4392e9074f944309b397a76d,8927818f1a484ce915a24bbd273016c4	6
6bbd6a5bc3a4322c095b2326515f2e7d	3
aa30e187ee6df6c9ca85c5d4dafe8484	2
54cd59964a68d4f8c234306da96c97cb,95eb90261eec5d529654cc62c739135e	1
06ec82949fb83aed027ab763f0540ec1,08ada28be8e0a03e8e50bffb1305a389,aefd3fc9df5663cc8d97f801136e7cd6	11
b815da7ed2c124639fb134acb2a58feb,d771bb5301856499b9562a11a25c5109,ec05012b6a5c2bf281431bf01ba862bc	5
fc26ca8f336691ba555db7eb7260515c	2
9a45d3814ee1d2d9af45abaf3759e18e	4
9530a22bf5e3b2a6a88008eeb52d62a0	5
c00ccd126afd1810dd510833c76cd622	2
5c9e7d6e3ddcbf5e38399205989c6192,c5c3397e73642955be0e521c7e136078,c8f71737405f648c401e69c964022e60	2
282d5ec081794ffa97ad0b38f405e2cf,683df03fbd5abf02d9289cc74c2b2d01,d90ea575c34150bd084f5585907873c7	17
a76b6a1313abfb17e75c49f9efc446f9,b3ad41ace8140d86e566a76716b95eab	4
31770418e44c846addb73c23d62b477a	4
65033a6617d14a626753041424cbcdcb	2
12fa1eb66afdc901bdb912b746d7db3d	1
17c31421228e97cf024d2700107a1637	6
82fe61380b831d033fe9b5330568fbc5,e9f8ad8658d057bec7aab7d1c6949083	3
e78cf607624c5d2a8644cd7c1b9c233a	4
5dbd6183c9f7311c3811027df4c9ebe9,6a1c37f9d3d875b1de34b23c34ffe5a5,efa66323da1824067f67527a6fec7901	6
5be2ca12b0e29f293b800a9ab139eb97,8ca64a446aa21df9760bd1f30b5636a8	3
e9f8ad8658d057bec7aab7d1c6949083	23
1ab5670a54fb3bbbbe3617a6e077303b	1
65af8bc4fcf1fdc546dcbefe207c59ed,be39e06a780899b5b7d4ad6519d169d4	8
41a13959e1ab219a06d921a633224ded,c9e87a9503e678010fe8e8cc15aaf982	3
40fde9eac9a0669c638862437ee8e125,80b62e04bafdd28dad0acac38c9092a0	3
873a0c5e96feb58ff210e9ea64689440,9af69bdf90d7ae389b43e048f8aaefc8	5
80b62e04bafdd28dad0acac38c9092a0,ef42bc764214606ced4b31e079122034	1
c5c3397e73642955be0e521c7e136078,c8f71737405f648c401e69c964022e60	3
04b93039776b1122ac42f5b876a8752a,a47eee68b8fead285a6d10d4200fc802	2
b29e1a7f274f46c85d0223757633fa96	1
edd682d98ee481ae01dfb66a25fbfae6,faa5438675fbe2f6b012b2893072844c	2
4f8711b8b14e32f662a09246dc23eaf2	3
5363b5fcc3607e7426447bb5f61f8d92,7e5401f287b7bf8ef147d5dfed62f5f8,85b4f888f73fec0840caf868d8ad626e	5
1d9723191f17b3f1a0b5b93f16c77bf6	3
499b56e8a2e5242cc2ea140854d11f81,e53ceacc3780fc0748260a52ff809788	2
9655ff0657a99a423d18dd9a1106eefa	1
17fe23794f13c1c99dd0f1987ccb7be6,2eafd090ff0c4f0ddb38ff9db748f172,8d11eba145e74c8c82a9acf65f0ec47c	1
db605bfbf6939bb6868dceff1914cbcc,f3cc767d89f7fd8fc601a06c8d1c5364	4
ced4499c889cd9d86efdea30292645c8,e3cc7ab8aab1d731650cb9cb062f3b2a	3
24e707816fab90a9e569d96a3122de48,3af724f3d2ddf9ad3ce18bb40f9872da	2
93e909bc72cd3c90c3c4ce926833fe35,e6e570c03e256a09a937c7303f23071b	9
80131ffffce835aa3b35475c38f87d38,d1a68e431f796a2eb6b23d427d136d14	6
075fd21cd41d577edf6307c6dd68b5a2	2
3a2dda95f6dad97f984f3d8ac7abdc97,58e94e2e8bfb0cc868f8afbde5b1a8c7	3
b054afaaedaebce5463ff116758cca5f,be39e06a780899b5b7d4ad6519d169d4	2
46f94a15466804cfb94557464c4871e2,6a2fcf46944ef29c191be33ff256017d	5
3a2dda95f6dad97f984f3d8ac7abdc97,9cb308fcba9e05bfe57fe63040d80569	2
7924a2b63775df4c99dc4fe27e0f18ab,c87bf874a04544f417f2f15c717f9baf	4
04a5ed1c083e00de25e1336c2ebb4fa3	5
e3cc7ab8aab1d731650cb9cb062f3b2a	3
6d5645a0b721811472173b56dbd7ea78	2
0278f2b72d4c176b83ba30f13c2ee1ee,27ccc8e8998e42367abf276f847898b6	1
c87bf874a04544f417f2f15c717f9baf	2
140f7ab18f2150c99e71363213cd6dc4,8067ba1f6466a0eb21cf82374f2e414f	3
fb10362fc09c0f1d52deec964ba17dd6	6
7cf706c29477015b931e0602a02a118b,866cf25e474bab5019b8487445600e46,fbbe0d8374840fc3a57fd11de1c2fce8	5
1eb8bb0371efb3ae4db95067ebf90221	3
a8d8195ceb0bcc7bdc779c0ed52497d7,ffb737d5910fc415200b71725501324d	15
5b8ecd81b5638cd9c1949395b9f6bef6	4
0b4ad1102b2d4be89c1ea87351548283,57c4f5f09dfcd3534f814bdd4e8ed3b4,5954707fb47d12c978ed21d135faee35	5
6ae2725201cb6ffad2d008bff3b4241d	4
a68db854749631a9bcd8870b3481fa8b,e9a42edea6e26f9528602e2b3d530fef	8
8a1558f9879762eafa69092eaa9f731e	4
5b7a9716781161c5578af026fc5c4a8f	7
8357b345f7f52afd27f241e20b382ba0,ffd9898c4341306e25f060055d4a98cf	1
0757738e4d85d3368466830ba075db47,94742f7cc4c4aebe6fb964253772f4fb	2
4a9603671eb58916b2fac6f4b688b0f7	1
65af8bc4fcf1fdc546dcbefe207c59ed	5
535c19344064e1e34275a5e76c42cd06	2
1f3ab2996c58d0e0ccd8b2a5a607a2c8,6304a2ff7c15f5e64ffbeef6c9bd6502	2
7a132fc57d2bacb92ff260134fe05789,d8e33baed4379c6d99b1a95d67205b98	3
06bb6c74d1288721ac557055ecc0286c	1
5dbd6183c9f7311c3811027df4c9ebe9,efa66323da1824067f67527a6fec7901	4
d7de4a015109c8f512ceba8e4939bc5a	2
9772edbb6785dfc70dce47b5e5edf5f1,db605bfbf6939bb6868dceff1914cbcc	4
57c4f5f09dfcd3534f814bdd4e8ed3b4	1
accf6b2b5934b2fc1f3759369f02e27f	1
5be2ca12b0e29f293b800a9ab139eb97	2
57a34050ac86e6309e37c45a40143ad2,68294613b07b646bda7a6241fa2d249a,e8fa325dfafb360681bdce5f3b7ddaa3	8
6742dffb1e5571f4e007ce48d564a83b,cef4833bf79c89ef76c5a34be642feeb	2
4f8556049148a2f79e52916c8f4f3462,8b2e17d04a70fe4de1a2db62ab27e023	3
78dc39325442869af1ce8e15051e444e	3
58e94e2e8bfb0cc868f8afbde5b1a8c7	3
0685800e21b67cc339bfd1d7fbefa949,3c8f6d15b53410a1395a1c5684151a25	3
06bb6c74d1288721ac557055ecc0286c,0a720554e0642b0c3ed47919d847aada	1
a952ea95b0b2c4cca916ffcd7c776741	2
accf6b2b5934b2fc1f3759369f02e27f,ae4b9867857cd3b055ecca06ee57ec54	2
cf9ca1e9cd02713fc44575b4834e98d7	4
12fa1eb66afdc901bdb912b746d7db3d,bae5cd8a8cd83c8bcbb9bbe5589b7b86	1
6bc3af08f119e1dd616dae54a33cbcc0,b48b3b41dbcbd9ea97976c2dff90ab03	3
c611999f9f434dc3cd98b91cef7d4f77,e66bbd0875b85c0c52dee7dc745fdd7f	1
07d7b4226f2f1121f65c6142db974e2b,557902b78baae8bced93953efd71654a	2
ffb737d5910fc415200b71725501324d	2
e66bbd0875b85c0c52dee7dc745fdd7f	4
d05d931e34d38dd7ffa3adb77178e6f9	2
43ba5caa15ea05530816352cd74d3713,4828a6582601c1d854b00416e2d0423f	4
0aead7dadb97601fd9e3225c56eb1642,d8f238292ed4962daa9f78d99be88e9d	2
87ab376fad1123e5070e65eede0e1724,cda0d96df04894c3111c045ddc6f51de,dcf011ea6605842bd22c964a8d4ddf14	2
25d2df82336dac78ef8e6940175320a0	5
33448c31f252306a4a17c1d39be61425,a9fdd5be0ed1310b7f2e80e676cd7267	3
224f9bc8afa03c54abd52b1c54cb80c8,5b6a56958f60cb686db6dc0565069e3a	3
d93b00bb5d2d6ca4dd892d2fd7869292	5
4e2066cacc2e848eedfb1a284f5222c5	2
3c06b36b455ca80d8a7d8a29c258ecdc	4
0278f2b72d4c176b83ba30f13c2ee1ee,de0e6673483202da830dbe11a41c3fb7	1
c22f25537c3d7474d056fae8efdd4272,d8f238292ed4962daa9f78d99be88e9d	2
318eeb26b1a9719dc58c6c0b02a260c3	4
9971f8e02fccc21bf69535f929a08a30,a2ed552659791cf8735752e171cf6dd7	4
28b03f166ecce08be35c930af6525f52,74219b68e4e0300c43280066b475ae11	1
c08f42d1916511a8f8271847630d0c85,c731cdfdc5c8325b063ace9c2c901f4d	5
7f6a058b14129400ea28dbaf80284a57,a4b431d58c49f97adee104142c3cb72c	3
318eeb26b1a9719dc58c6c0b02a260c3,57fd709fc5d16c282838df34882d113a	2
7c3a0840e3918f8ff943d7a6e894472b	3
46163ee36e080016f7ae0c2a8c9aa2c6	6
7b86d8c7bb3d727436b9fc7e257bb09b	5
335fc7a89625d8948306eec026ce712d	1
03bff0c372f345e4301ac01bf407588a	3
d35baf887f5f7cd3d2c0cf3ec3ed14a6	3
cb3bc32409ac1148ec5704b67bffbfd8	2
b1ceba7b5fb9dbfc0d3a8174c0b2113d	3
94742f7cc4c4aebe6fb964253772f4fb,fcd31ed7b4401a8ce4cf517c15217157	1
d771bb5301856499b9562a11a25c5109,ec05012b6a5c2bf281431bf01ba862bc	1
005784fec57cf38ccb0a0e7ffef11d27	5
3a0f2cbf79b83d29cecc01b8678c62fe,7fee14bb10b164972e00d9fa0af6a9e0	5
3d67cc08826661db336595bf0d447e65	2
736b33aa3f875167e1514c0bb9491e40,8a1558f9879762eafa69092eaa9f731e	2
57a34050ac86e6309e37c45a40143ad2,e8fa325dfafb360681bdce5f3b7ddaa3	2
6bc3af08f119e1dd616dae54a33cbcc0,fac68f8be823070f8d4d6fa62ddd0b3d	1
57fd709fc5d16c282838df34882d113a	1
4915a1dd34f367f04eb0ad9a3d456217,4e2066cacc2e848eedfb1a284f5222c5	3
3c054d613923116316d4a6da605706ce	7
39072de3ec69cfda130d8f13c5fe7aab,59417636353d95c1551dfdd93366236c	3
81eb85e4fcbfad547c7c1c64415b8b94	3
59c10e6f90f5b7db3186dd061437c7a3	1
22475fff97150ab90c3da9940116edf4	3
b48b3b41dbcbd9ea97976c2dff90ab03	3
6a1c37f9d3d875b1de34b23c34ffe5a5	11
0278f2b72d4c176b83ba30f13c2ee1ee,27ccc8e8998e42367abf276f847898b6,de0e6673483202da830dbe11a41c3fb7	4
65033a6617d14a626753041424cbcdcb,c7acc7b7989fdcc2047e05039c1b6f92	1
aa30e187ee6df6c9ca85c5d4dafe8484,ad97c513dac13d17eeacec7e3c30b7ca	6
a68db854749631a9bcd8870b3481fa8b	10
dba49f52e6aed96aeb2edddff27d7bff	1
37c06a865f2155b06172fa63ca704b9c,6879fb865628aa043ce7832a63dda4a8	4
5c9e7d6e3ddcbf5e38399205989c6192,c8f71737405f648c401e69c964022e60	3
0b4ad1102b2d4be89c1ea87351548283	3
aa972c1eae21af9d07772426ffbc98ad	5
a8d8195ceb0bcc7bdc779c0ed52497d7	3
1eb8bb0371efb3ae4db95067ebf90221,9621b8f67350c2f3a05a5c720c77ddad	2
8357b345f7f52afd27f241e20b382ba0,99537db0370a689b0ac5633eb09717d8	6
24e707816fab90a9e569d96a3122de48,710b5306e6acc726a8070ce5a46f70a2	1
866cf25e474bab5019b8487445600e46	1
7f6a058b14129400ea28dbaf80284a57,ddfbbc3f470efb5be69f27732a403571	3
370e118e796587e0303b3aa96d94d297,8ca64a446aa21df9760bd1f30b5636a8	1
46f94a15466804cfb94557464c4871e2,ac51ff1e8808f1ed0e20e8b0d3715c8e	2
02c5c5ac495be5b808dbc2b682fab204,3b3cdcb6f4a818b47b6ea5c3913e54c2,c9cf1d2b59f7877c4e3cdf0654063324	2
ba81146fdd063bc5528a00ad76ee64df,f3caa1831692cb3fe362d646db26b58a,fc26ca8f336691ba555db7eb7260515c	12
003c359b4a4fb8f480835ae62e7b82dc	2
a2baa1b226019efda63949eaaf19cf5d,e6e570c03e256a09a937c7303f23071b	3
683df03fbd5abf02d9289cc74c2b2d01,d90ea575c34150bd084f5585907873c7	1
2398ea47d3b2cad7800efdf631582f46	3
6a2fcf46944ef29c191be33ff256017d,ac51ff1e8808f1ed0e20e8b0d3715c8e	1
03bff0c372f345e4301ac01bf407588a,82fe61380b831d033fe9b5330568fbc5	1
025b848075593c5d267ab2d76e757458,3d8e594fd09668a18fd3b9933a6359a2	7
6a2fcf46944ef29c191be33ff256017d	1
a9fdd5be0ed1310b7f2e80e676cd7267	2
b1ceba7b5fb9dbfc0d3a8174c0b2113d,d6a82bd825dac2e8ef6fa234c8bcfb3f	5
ec4af8985f9a6a892264f6bcc4e41f6f,f96f3486ccbfb6af7dd16a6c71508070	1
7ca41ed1df8c1365b47b96e730124a04	5
a47eee68b8fead285a6d10d4200fc802	1
b29e1a7f274f46c85d0223757633fa96,dfd96dfa6d0f34ac98ec69848c66bb12	4
5e9feb4e2a4b1a7744e9c7fbaaa602b7,d93b00bb5d2d6ca4dd892d2fd7869292	6
a273aa5dada8a68616ccfe78264be3d3	5
3d8e594fd09668a18fd3b9933a6359a2	5
441421e59ce4d09c30e011511260b8fe,54515788d6fe0b5e082e5cc97ea30bc5	2
80131ffffce835aa3b35475c38f87d38	2
ef42bc764214606ced4b31e079122034	2
cce8c688056fcc85a3554dc7cbe84306,dcad8da5fe66f25e326ff18abc50821c	5
07d7b4226f2f1121f65c6142db974e2b	4
282d5ec081794ffa97ad0b38f405e2cf,d90ea575c34150bd084f5585907873c7	1
c731cdfdc5c8325b063ace9c2c901f4d,f184f1c05d8d342ad244446a5297279b	1
20c63f90ae2ec45ac02b533d59bdbbfd,25bf38fa32dcc1563121580406b1274d,52175bc8fce9afb93b1b16a8ed397d78	2
6a36aa29195715328f16ffad19a1a075,a68db854749631a9bcd8870b3481fa8b,e9a42edea6e26f9528602e2b3d530fef	2
cda0d96df04894c3111c045ddc6f51de,dcf011ea6605842bd22c964a8d4ddf14	4
b7561ce6a4d984e20b8461cc5732cb6b	2
5f52ea5725eb3c641fb2c6657cb101d4,f96cfe89bd073870ce7897ecdd0af340	5
04a5ed1c083e00de25e1336c2ebb4fa3,faa5438675fbe2f6b012b2893072844c	2
3dc3cd5f220c3e2739c5821ac4fd2781,b30387827dd0fcf6d5cd845d27c55571,c5b2722a5c0f8a589c1e6a1489962a9a	2
377383a1c4ea8eecb974d34b41e68c25,a216e3b186882ea5de30ff6c635edf0d	3
5e50b70e84ca929319f64618deeec800,6da5f4c53122ee34819b9274dc297aa1	4
9971f8e02fccc21bf69535f929a08a30	1
6243ecb2e58ed67e99549363bcfde3a5,a49e02721bf84f1cf54c5fa73081bfa5	1
57fdd8d0249fdbf9196ebb57de17c209,9a45d3814ee1d2d9af45abaf3759e18e	2
92ad7bdeb6b0b3073d4bc0ad43c88fa4	1
ede81f5a269d2a8a5e84ae846ccdc27c,f96cfe89bd073870ce7897ecdd0af340	1
d2413c391c2d7222d3d7a51a63c33045,e62ff1bff4f735393c5aaffc95286021,fd1af19b7fb0e8603b4285708ebf10e9	6
6c4d8306c7706bf4f48609ec00f9a521,f96f3486ccbfb6af7dd16a6c71508070	3
27dd2e903bd9b647db89f152f38ec1f0,4915a1dd34f367f04eb0ad9a3d456217,4e2066cacc2e848eedfb1a284f5222c5	2
a2ed552659791cf8735752e171cf6dd7,ea4edf8f3005cbdcaf41d633745ad664	2
315f7ee5a6891ab565558cd28e8b46eb	1
54515788d6fe0b5e082e5cc97ea30bc5	2
8067ba1f6466a0eb21cf82374f2e414f,cf7ba7e66c51499f4f9c6aca175974d8	5
3e2dbbfe99696dba7843e299bc093145,6ae2725201cb6ffad2d008bff3b4241d	2
36e49160a4f8ce6da9faa9c803abf068,b62a46f68d7fa30bd3be2285b67c4b50,bb87c7230e48dbd349aa45c1c7ae8223	2
2389d700168d8aa84ae7a75519dc2662,bcf8190c95852cda6e93e5b786a33887	3
6d2c2a65e57433303b8fbc2d60fd2ed4,8a19c90d87d2e20d4a56b024d0671efb,c07078b56432b54c90b74cdeba070d53	8
6e91cfb8274835602163905029731ad7,d4f7865a290996a6b980ac2b9d3dbb9f	2
683df03fbd5abf02d9289cc74c2b2d01	2
